ProteinID,Gene,Description,control_1 Intensity,control_2 Intensity,control_3 Intensity,treatment_1 Intensity,treatment_2 Intensity,treatment_3 Intensity
Q8WWM7,ATXN2L,Ataxin-2-like protein,25.1095,25.485,24.3822,25.4789,24.5946,25.3168
Q8WWY3,PRPF31,U4/U6 small nuclear ribonucleoprotein Prp31,20.128,24.3629,24.3937,23.3852,22.6408,20.9039
Q8WXA9,SREK1,Splicing regulatory glutamine/lysine-rich protein 1,27.8577,28.3183,27.576,26.9557,27.4149,26.8984
Q8WXF1,PSPC1,Paraspeckle component 1,26.2193,26.8459,26.7891,27.0936,27.52,26.3983
Q8WYA6,CTNNBL1,Beta-catenin-like protein 1,25.432,25.5006,25.5549,25.9963,26.3733,26.1783
Q92484,SMPDL3A,Acid sphingomyelinase-like phosphodiesterase 3a,23.3547,23.3979,21.7078,24.6309,25.0736,24.7627
Q92499,DDX1,ATP-dependent RNA helicase DDX1,27.1835,26.9337,26.725,27.5197,27.6278,27.2826
Q92504,SLC39A7,Zinc transporter SLC39A7,20.5759,21.0553,21.5632,22.3247,22.3345,22.4021
Q92506,HSD17B8,Estradiol 17-beta-dehydrogenase 8,22.8377,22.2043,22.2491,23.425,20.3181,21.6717
Q92530,PSMF1,Proteasome inhibitor PI31 subunit,23.2399,23.6198,24.4103,20.9795,25.3663,25.4181
Q92542,NCSTN,Nicastrin,20.9725,20.0072,23.0797,27.1067,26.9769,26.6837
Q92544,TM9SF4,Transmembrane 9 superfamily member 4,24.6965,24.7408,23.6016,24.6411,24.2844,24.9364
Q92552,MRPS27,"28S ribosomal protein S27, mitochondrial",25.1508,26.1103,24.9948,26.4401,26.2891,25.7737
Q92572,AP3S1,AP-3 complex subunit sigma-1,21.6436,21.9832,21.7228,22.7853,22.9667,23.4683
Q92575,UBXN4,UBX domain-containing protein 4,22.3113,22.756,21.0703,24.5477,20.6784,23.0719
Q92597,NDRG1,Protein NDRG1,27.9639,27.6062,27.5596,28.7976,28.4899,29.0486
Q92598,HSPH1,Heat shock protein 105 kDa,27.6979,27.3552,27.8316,28.3509,27.8871,27.039
Q92616,GCN1,eIF-2-alpha kinase activator GCN1,25.6058,25.3503,25.0536,25.3784,25.2757,24.7192
Q92665,MRPS31,"28S ribosomal protein S31, mitochondrial",25.9965,26.4978,26.3934,25.8453,25.7419,25.3168
Q92667,AKAP1,"A-kinase anchor protein 1, mitochondrial",24.8723,25.2658,25.2681,25.4889,24.1277,25.2608
Q92673,SORL1,Sortilin-related receptor,22.2947,22.9251,20.6474,27.8756,28.2651,28.2386
Q92688,ANP32B,Acidic leucine-rich nuclear phosphoprotein 32 family member B,25.2922,26.5629,25.4893,25.9464,25.7287,25.8938
Q92692,NECTIN2,Nectin-2,24.4105,25.8401,25.6027,27.25,27.2629,27.3867
Q92747,ARPC1A,Actin-related protein 2/3 complex subunit 1A,20.8207,25.7973,24.7206,20.851,24.0982,22.1342
Q92764,KRT35,"Keratin, type I cuticular Ha5",31.2873,21.0893,26.797,21.892,21.7144,21.0869
Q92783,STAM,Signal transducing adapter molecule 1,21.3076,21.3073,21.3464,24.9563,23.3323,21.2689
Q92785,DPF2,Zinc finger protein ubi-d4,21.3283,22.6308,24.568,22.1748,23.1722,21.9292
Q92786,PROX1,Prospero homeobox protein 1,20.6953,21.6051,20.6687,23.2678,23.361,23.0671
Q92797,SYMPK,Symplekin,21.7689,22.7279,22.8596,23.3208,20.4376,21.2189
Q92804,TAF15,TATA-binding protein-associated factor 2N,25.3179,26.4963,24.9119,25.9518,26.24,25.8385
Q92820,GGH,Gamma-glutamyl hydrolase,26.2822,26.9778,26.1296,32.2953,31.6547,31.8529
Q92841,DDX17,Probable ATP-dependent RNA helicase DDX17,30.669,30.8064,30.8204,30.6159,30.8042,30.7191
Q92878,RAD50,DNA repair protein RAD50,26.2789,25.8084,26.3399,27.1795,26.9652,26.8615
Q92879,CELF1,CUGBP Elav-like family member 1,24.8287,25.8245,24.1456,25.782,25.2933,25.8127
Q92896,GLG1,Golgi apparatus protein 1,25.451,25.949,26.3231,29.0112,28.966,28.8945
Q92900,UPF1,Regulator of nonsense transcripts 1,26.8534,26.7857,25.907,26.9075,27.0313,26.9421
Q92922,SMARCC1,SWI/SNF complex subunit SMARCC1,25.9278,27.3712,26.6092,27.0104,27.3361,27.2135
Q92945,KHSRP,Far upstream element-binding protein 2,30.0487,30.0785,30.4417,29.9261,29.8889,29.7589
Q92947,GCDH,"Glutaryl-CoA dehydrogenase, mitochondrial",23.7166,25.0756,23.7461,23.4833,24.7547,24.3344
Q92973,TNPO1,Transportin-1,22.1503,24.3341,21.2923,24.802,22.7666,24.3067
Q92979,EMG1,Ribosomal RNA small subunit methyltransferase NEP1,24.6586,26.1319,25.602,25.8732,26.1331,25.9803
Q92990,GLMN,Glomulin,22.3037,22.2875,22.7105,21.7007,21.2082,22.0395
Q93009,USP7,Ubiquitin carboxyl-terminal hydrolase 7,28.581,28.6951,27.8191,28.6354,28.5117,28.3055
Q93050,ATP6V0A1,V-type proton ATPase 116 kDa subunit a isoform 1,20.9862,22.5753,22.2313,23.4341,22.0884,23.6443
Q93052,LPP,Lipoma-preferred partner,21.2992,23.1878,22.2444,21.3941,22.647,22.4844
Q93099,HGD,"Homogentisate 1,2-dioxygenase",20.7848,22.6397,21.795,24.3438,23.5107,25.3035
Q969E2,SCAMP4,Secretory carrier-associated membrane protein 4,20.3127,21.6248,20.9904,23.4096,23.6435,21.4618
Q969G3,SMARCE1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,21.7417,26.1717,23.246,20.6157,25.7852,20.6119
Q969H8,MYDGF,Myeloid-derived growth factor,27.2444,27.2206,26.8778,28.5239,28.3934,28.368
Q969M3,YIPF5,Protein YIPF5,23.1327,23.1682,23.1482,23.3922,22.9449,23.4768
Q969P0,IGSF8,Immunoglobulin superfamily member 8,21.4181,23.6455,20.2057,23.3522,23.9465,23.9818
Q969Q0,RPL36AL,60S ribosomal protein L36a-like,25.4851,25.5033,26.835,25.3318,25.1419,25.8974
Q969V3,NCLN,Nicalin,21.4412,22.1261,21.1307,23.2926,23.5031,23.7677
Q969X1,TMBIM1,Protein lifeguard 3,21.991,21.196,21.9948,23.7037,23.0861,23.5333
Q969X5,ERGIC1,Endoplasmic reticulum-Golgi intermediate compartment protein 1,22.9663,22.8525,21.5626,25.0382,23.7264,24.5369
Q969X6,UTP4,U3 small nucleolar RNA-associated protein 4 homolog,21.4714,20.6302,22.1362,22.8506,22.8968,24.0067
Q969Z0,TBRG4,FAST kinase domain-containing protein 4,23.3673,23.897,22.5143,25.6357,24.9082,25.3463
Q96A26,FAM162A,Protein FAM162A,24.7807,25.5252,25.8814,26.7632,26.3762,26.53
Q96A33,CCDC47,Coiled-coil domain-containing protein 47,20.8048,23.3812,20.8016,23.2429,21.9402,24.627
Q96A35,MRPL24,"39S ribosomal protein L24, mitochondrial",25.1396,24.6924,24.1519,24.3225,24.3489,22.5805
Q96AB3,ISOC2,Isochorismatase domain-containing protein 2,25.8996,25.632,25.7633,26.5538,26.8199,26.0791
Q96AC1,FERMT2,Fermitin family homolog 2,22.6233,21.9226,24.0313,21.396,22.2255,23.715
Q96AE4,FUBP1,Far upstream element-binding protein 1,29.2643,29.5735,29.3989,29.1924,29.316,29.3152
Q96AE7,TTC17,Tetratricopeptide repeat protein 17,22.2993,21.2268,21.9515,22.9476,22.2578,21.5371
Q96AG4,LRRC59,Leucine-rich repeat-containing protein 59,26.8551,27.5284,26.6139,27.8974,27.8313,27.497
Q96AQ6,PBXIP1,Pre-B-cell leukemia transcription factor-interacting protein 1,21.3947,22.7217,21.9853,22.5581,22.6402,23.1273
Q96AT9,RPE,Ribulose-phosphate 3-epimerase,23.5605,21.9498,21.9936,20.1188,19.8495,20.4121
Q96AY3,FKBP10,Peptidyl-prolyl cis-trans isomerase FKBP10,27.905,28.929,27.7572,29.4667,29.4815,29.3924
Q96B26,EXOSC8,Exosome complex component RRP43,23.0617,23.4661,24.1757,24.0583,24.0847,24.1537
Q96B36,AKT1S1,Proline-rich AKT1 substrate 1,24.8975,24.1694,25.0151,23.7222,21.4148,23.9207
Q96BR5,COA7,Cytochrome c oxidase assembly factor 7,25.7719,26.7751,26.1757,26.8483,27.0212,26.4293
Q96C01,FAM136A,Protein FAM136A,24.6182,25.1428,25.7276,27.1469,27.0941,26.4864
Q96C23,GALM,Aldose 1-epimerase,25.2466,25.5138,25.2321,26.445,25.725,24.145
Q96C36,PYCR2,Pyrroline-5-carboxylate reductase 2,26.5083,26.1263,26.6631,26.5591,26.553,26.7263
Q96C86,DCPS,m7GpppX diphosphatase,23.3708,20.7861,23.0717,22.6241,20.4498,23.0144
Q96CB9,NSUN4,5-methylcytosine rRNA methyltransferase NSUN4,24.0929,23.6236,24.0144,22.8457,21.7913,23.1253
Q96CM8,ACSF2,"Acyl-CoA synthetase family member 2, mitochondrial",28.0242,27.8581,27.6814,28.2198,28.218,28.038
Q96CN7,ISOC1,Isochorismatase domain-containing protein 1,22.2669,23.1934,20.7687,24.0485,23.6691,24.7058
Q96CS3,FAF2,FAS-associated factor 2,20.322,23.2774,21.2855,22.0171,19.8402,22.2202
Q96CU9,FOXRED1,FAD-dependent oxidoreductase domain-containing protein 1,22.1807,21.8414,23.4359,23.4569,19.5145,23.3624
Q96CW1,AP2M1,AP-2 complex subunit mu,23.6637,25.4422,23.3234,25.1584,25.2692,25.8149
Q96DB5,RMDN1,Regulator of microtubule dynamics protein 1,22.7251,20.3541,21.4528,23.4415,23.2374,22.5594
Q96DI7,SNRNP40,U5 small nuclear ribonucleoprotein 40 kDa protein,23.5796,26.0636,24.5711,24.7407,24.9619,25.3459
Q96DV4,MRPL38,"39S ribosomal protein L38, mitochondrial",21.3017,24.6666,24.5023,24.5532,25.6535,25.5168
Q96DZ1,ERLEC1,Endoplasmic reticulum lectin 1,21.7652,20.7508,25.1023,26.8437,26.7035,26.4651
Q96EE3,SEH1L,Nucleoporin SEH1,24.765,22.9049,24.4308,24.7734,25.774,24.3595
Q96EL2,MRPS24,"28S ribosomal protein S24, mitochondrial",21.7749,21.8249,22.8244,21.6629,23.277,23.209
Q96EL3,MRPL53,"39S ribosomal protein L53, mitochondrial",22.3442,20.7543,22.8983,24.8667,23.2936,24.5884
Q96EP5,DAZAP1,DAZ-associated protein 1,27.0227,27.5264,26.9679,26.693,26.9864,26.9234
Q96ER9,CCDC51,Coiled-coil domain-containing protein 51,20.6144,20.5455,20.5323,24.1354,21.9784,22.7785
Q96EY1,DNAJA3,"DnaJ homolog subfamily A member 3, mitochondrial",24.1172,23.9536,24.0968,25.8213,25.1721,25.9166
Q96EY7,PTCD3,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial",25.9294,25.6458,25.1375,26.8539,26.9748,26.9797
Q96EY8,MMAB,"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial",23.7683,24.4892,23.6911,21.2148,23.4592,20.6246
Q96FC7,PHYHIPL,Phytanoyl-CoA hydroxylase-interacting protein-like,22.7211,23.8656,22.4198,25.6681,24.5609,24.1591
Q96FW1,OTUB1,Ubiquitin thioesterase OTUB1,23.6736,23.6593,24.3478,25.4419,25.2829,23.8969
Q96G23,CERS2,Ceramide synthase 2,24.6487,22.5972,24.567,24.0243,20.5244,21.6486
Q96GC5,MRPL48,"39S ribosomal protein L48, mitochondrial",21.0558,21.2049,23.6657,22.0198,24.249,24.3105
Q96GG9,DCUN1D1,DCN1-like protein 1,22.1173,21.6962,21.683,22.3515,22.5384,22.2751
Q96GQ7,DDX27,Probable ATP-dependent RNA helicase DDX27,25.7375,26.5258,26.1478,27.4477,26.9817,26.9797
Q96GW9,MARS2,"Methionine--tRNA ligase, mitochondrial",20.6678,21.7179,21.4192,21.5319,21.7665,23.2914
Q96HE7,ERO1A,ERO1-like protein alpha,28.7984,28.9021,28.5253,29.7228,29.8604,29.7233
Q96HR9,REEP6,Receptor expression-enhancing protein 6,22.7615,20.7262,22.77,21.9273,22.018,20.8919
Q96HS1,PGAM5,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",25.3862,25.541,26.123,26.7596,26.6254,26.9723
Q96HU8,DIRAS2,GTP-binding protein Di-Ras2,20.6049,23.6639,23.6218,22.7827,22.1576,23.4529
Q96HY6,DDRGK1,DDRGK domain-containing protein 1,21.4433,22.0696,22.1003,21.7652,22.926,21.2116
Q96I24,FUBP3,Far upstream element-binding protein 3,23.7882,25.3886,24.9589,26.3994,26.523,26.1599
Q96I59,NARS2,"Probable asparagine--tRNA ligase, mitochondrial",25.3868,24.3832,22.6256,25.7111,25.968,25.6891
Q96I99,SUCLG2,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",25.1307,26.1801,25.9347,26.0056,25.3127,26.5169
Q96IF1,AJUBA,LIM domain-containing protein ajuba,21.4105,21.2828,21.7097,21.7954,22.1569,22.7103
Q96JB2,COG3,Conserved oligomeric Golgi complex subunit 3,22.144,22.1185,22.1572,22.0718,24.0612,21.2235
Q96JB5,CDK5RAP3,CDK5 regulatory subunit-associated protein 3,23.4047,25.6708,23.8129,26.0644,26.0725,25.9022
Q96JM3,CHAMP1,Chromosome alignment-maintaining phosphoprotein 1,21.5995,23.8894,20.5526,23.8996,23.9302,22.9831
Q96KG9,SCYL1,N-terminal kinase-like protein,23.2638,21.7645,24.464,24.1493,22.6844,23.6285
Q96KP4,CNDP2,Cytosolic non-specific dipeptidase,23.7809,23.7222,24.7595,25.4117,24.9332,24.4281
Q96KR1,ZFR,Zinc finger RNA-binding protein,22.3862,23.7438,25.317,22.7381,25.6649,24.8336
Q96M27,PRRC1,Protein PRRC1,25.0505,24.9867,22.3104,23.5422,23.4948,21.6942
Q96MU7,YTHDC1,YTH domain-containing protein 1,20.5532,23.6906,23.3857,22.8474,23.2205,22.2974
Q96P16,RPRD1A,Regulation of nuclear pre-mRNA domain-containing protein 1A,23.1454,23.3519,23.6465,21.1134,20.0103,23.7552
Q96PK6,RBM14,RNA-binding protein 14,27.8881,28.1757,28.108,27.7762,28.1569,27.8902
Q96PU8,QKI,Protein quaking,26.1687,26.3982,26.7078,26.4709,25.9788,25.7978
Q96PY5,FMNL2,Formin-like protein 2,22.5039,22.3237,22.101,22.8259,22.9385,23.6561
Q96QD8,SLC38A2,Sodium-coupled neutral amino acid transporter 2,27.0633,26.7526,26.3255,28.9804,28.5582,29.1463
Q96QK1,VPS35,Vacuolar protein sorting-associated protein 35,23.7641,25.1241,24.9852,26.1846,25.907,25.797
Q96QZ7,MAGI1,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1",20.5729,23.0445,22.2182,22.7346,20.7596,24.0279
Q96RP9,GFM1,"Elongation factor G, mitochondrial",24.0917,30.6229,29.7386,25.0951,26.1282,25.0738
Q96RQ3,MCCC1,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",34.6542,34.6212,34.5271,33.6296,33.6948,33.4469
Q96S55,WRNIP1,ATPase WRNIP1,24.1741,24.9487,25.4454,25.5778,25.3348,25.4223
Q96S59,RANBP9,Ran-binding protein 9,22.2386,22.2856,21.9222,22.3641,22.7396,22.2526
Q96S97,MYADM,Myeloid-associated differentiation marker,22.7159,21.3878,21.6937,24.1679,23.0323,30.2149
Q96SB4,SRPK1,SRSF protein kinase 1,24.5486,25.4213,25.7659,25.8849,25.3731,25.7611
Q96SI9,STRBP,Spermatid perinuclear RNA-binding protein,24.4339,24.8214,24.3335,24.8573,24.5413,25.627
Q96T23,RSF1,Remodeling and spacing factor 1,25.0643,23.6929,25.3161,24.9611,23.9846,24.7447
Q96T37,RBM15,RNA-binding protein 15,23.626,23.8995,25.1638,25.5346,24.9588,24.0561
Q99439,CNN2,Calponin-2,23.9637,22.161,23.9028,23.5993,23.4894,23.5012
Q99442,SEC62,Translocation protein SEC62,21.0891,23.0767,24.1089,23.5459,20.5712,24.7558
Q99447,PCYT2,Ethanolamine-phosphate cytidylyltransferase,24.4847,25.0651,25.6715,24.6501,24.3278,24.5796
Q99459,CDC5L,Cell division cycle 5-like protein,26.184,26.3233,26.7428,26.8936,26.8344,26.7191
Q99460,PSMD1,26S proteasome non-ATPase regulatory subunit 1,26.3515,26.4974,26.3224,26.6145,26.674,26.8464
Q99470,SDF2,Stromal cell-derived factor 2,22.224,21.977,23.0124,25.7947,25.0549,25.1729
Q99471,PFDN5,Prefoldin subunit 5,22.7844,20.7824,21.5245,23.4464,21.2521,23.5996
Q99497,PARK7,Protein/nucleic acid deglycase DJ-1,25.8178,25.7974,28.7494,25.8789,25.6347,25.71
Q99519,NEU1,Sialidase-1,25.4384,26.0509,26.2869,28.7262,28.6959,28.5266
Q99523,SORT1,Sortilin,21.7083,21.6121,21.0581,23.929,23.8691,23.4637
Q99536,VAT1,Synaptic vesicle membrane protein VAT-1 homolog,27.9669,28.1013,27.9224,29.3926,29.1116,29.3164
Q99538,LGMN,Legumain,21.5504,23.3376,21.5273,25.6716,25.7231,24.8888
Q99541,PLIN2,Perilipin-2,25.7639,26.0798,25.9642,27.4032,26.9091,27.188
Q99567,NUP88,Nuclear pore complex protein Nup88,22.5458,24.6622,23.2852,24.5873,24.4427,24.265
Q99590,SCAF11,Protein SCAF11,22.1186,22.1909,22.3707,21.3791,21.6763,21.2896
Q99598,TSNAX,Translin-associated protein X,20.6468,20.3093,20.5165,21.4849,21.9143,21.5448
Q99614,TTC1,Tetratricopeptide repeat protein 1,23.4578,23.3337,22.2678,23.7151,22.314,24.0209
Q99615,DNAJC7,DnaJ homolog subfamily C member 7,23.0892,21.7994,22.3947,22.7558,22.5454,22.1965
Q99623,PHB2,Prohibitin-2,27.281,27.4489,27.5939,28.9135,28.9586,28.9977
Q99624,SLC38A3,Sodium-coupled neutral amino acid transporter 3,20.1875,21.9641,21.5644,24.5882,24.3412,24.7287
Q99700,ATXN2,Ataxin-2,22.1605,21.4048,22.8185,23.6935,22.4484,20.9002
Q99714,HSD17B10,3-hydroxyacyl-CoA dehydrogenase type-2,26.7892,26.7149,27.1646,26.9492,27.0544,26.8594
Q99729,HNRNPAB,Heterogeneous nuclear ribonucleoprotein A/B,28.2292,28.7191,28.3881,27.2615,27.4333,27.3973
Q99732,LITAF,Lipopolysaccharide-induced tumor necrosis factor-alpha factor,18.7403,21.0133,21.7079,25.1602,25.0171,25.6865
Q99733,NAP1L4,Nucleosome assembly protein 1-like 4,24.693,24.6038,26.1672,26.9642,26.6422,25.2258
Q99735,MGST2,Microsomal glutathione S-transferase 2,24.6348,25.115,25.059,26.0768,25.2914,25.5686
Q99747,NAPG,Gamma-soluble NSF attachment protein,21.2778,22.2942,21.4779,22.5546,22.6971,23.7321
Q99797,MIPEP,Mitochondrial intermediate peptidase,20.4694,21.5472,22.3451,23.7043,22.4444,22.3166
Q99798,ACO2,"Aconitate hydratase, mitochondrial",29.4108,29.6655,29.4141,29.5212,29.7743,29.5572
Q99829,CPNE1,Copine-1,26.6862,26.8496,27.0367,27.3206,26.7895,26.8148
Q99832,CCT7,T-complex protein 1 subunit eta,30.1211,30.3317,30.1194,30.531,30.4026,30.3344
Q99848,EBNA1BP2,Probable rRNA-processing protein EBP2,21.8258,26.2089,26.1461,25.6587,25.9784,25.517
Q99856,ARID3A,AT-rich interactive domain-containing protein 3A,25.0215,25.1267,25.1256,24.7994,24.5366,24.5068
Q99873,PRMT1,Protein arginine N-methyltransferase 1,21.3093,22.6762,21.7357,22.7965,23.2754,23.7131
Q99956,DUSP9,Dual specificity protein phosphatase 9,25.1174,23.8019,24.3063,23.9175,24.3982,24.4574
Q99959,PKP2,Plakophilin-2,22.6236,22.7506,21.4107,21.3294,22.2458,24.1041
Q99961,SH3GL1,Endophilin-A2,20.2563,21.8072,21.3748,22.2547,23.4124,23.5012
Q9BPW8,NIPSNAP1,Protein NipSnap homolog 1,28.0724,28.1693,28.3513,28.5024,28.6285,28.3404
Q9BQ39,DDX50,ATP-dependent RNA helicase DDX50,21.7283,24.225,23.599,23.0974,21.6238,21.8247
Q9BQ67,GRWD1,Glutamate-rich WD repeat-containing protein 1,22.4366,21.3302,20.9385,21.69,21.6019,22.1909
Q9BQ69,MACROD1,O-acetyl-ADP-ribose deacetylase MACROD1,25.6566,26.2105,26.311,26.3444,26.0396,25.9707
Q9BQ95,ECSIT,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",20.7073,21.5986,21.9455,23.0431,22.7962,22.455
Q9BQA1,WDR77,Methylosome protein 50,24.1163,24.1573,24.8719,25.0779,24.9095,25.3633
Q9BQB6,VKORC1,Vitamin K epoxide reductase complex subunit 1,25.3402,25.6451,24.8133,24.9285,24.7106,25.3169
Q9BQE3,TUBA1C,Tubulin alpha-1C chain,27.0016,26.39,27.548,27.2879,28.219,28.2841
Q9BQE5,APOL2,Apolipoprotein L2,22.6667,24.6636,25.612,27.3211,27.2778,27.2373
Q9BQG0,MYBBP1A,Myb-binding protein 1A,23.3577,25.0284,25.4155,22.9739,24.5276,25.1371
Q9BQP7,MGME1,Mitochondrial genome maintenance exonuclease 1,22.7787,25.042,22.1024,25.9145,25.4548,23.3682
Q9BR76,CORO1B,Coronin-1B,23.9731,24.4902,25.6919,24.677,24.5875,24.9457
Q9BRA2,TXNDC17,Thioredoxin domain-containing protein 17,24.7161,23.7111,25.1589,25.6916,25.0226,25.1713
Q9BRF8,CPPED1,Serine/threonine-protein phosphatase CPPED1,21.3031,26.6928,26.3733,25.9976,25.8843,26.5978
Q9BRJ2,MRPL45,"39S ribosomal protein L45, mitochondrial",23.7573,25.6695,25.1308,25.1537,25.986,25.5604
Q9BRK5,SDF4,45 kDa calcium-binding protein,20.8404,21.7699,21.1437,26.5022,26.0666,25.7207
Q9BRQ6,CHCHD6,MIC,20.827,21.0731,22.7099,25.3074,24.5295,21.1437
Q9BRR6,ADPGK,ADP-dependent glucokinase,21.4735,21.1937,22.3676,23.467,21.2636,22.1925
Q9BRT2,UQCC2,Ubiquinol-cytochrome-c reductase complex assembly factor 2,20.9322,21.1461,23.7888,21.7174,24.3497,23.4009
Q9BRX8,FAM213A,Redox-regulatory protein FAM213A,21.1861,19.6137,21.5946,21.5597,23.0476,22.966
Q9BS26,ERP44,Endoplasmic reticulum resident protein 44,26.6739,27.3769,27.0321,29.137,29.2953,29.1681
Q9BSC4,NOL10,Nucleolar protein 10,23.3642,23.4923,23.1023,25.3448,23.1174,25.4666
Q9BSD7,NTPCR,Cancer-related nucleoside-triphosphatase,21.3521,22.1956,23.6688,24.5425,22.636,21.501
Q9BSE5,AGMAT,"Agmatinase, mitochondrial",29.3532,29.4448,29.458,29.2511,29.3287,29.054
Q9BSH4,TACO1,Translational activator of cytochrome c oxidase 1,23.9139,24.0785,24.017,25.1713,25.1148,25.1692
Q9BSH5,HDHD3,Haloacid dehalogenase-like hydrolase domain-containing protein 3,23.7524,24.8248,23.915,25.2305,25.4753,24.9353
Q9BSJ8,ESYT1,Extended synaptotagmin-1,24.7944,22.794,24.3055,26.7316,26.3781,26.6091
Q9BT09,CNPY3,Protein canopy homolog 3,22.1152,24.3504,22.1667,25.2869,25.8221,25.9865
Q9BT78,COPS4,COP9 signalosome complex subunit 4,23.4445,23.9094,21.6279,25.7544,24.3605,24.7164
Q9BTD8,RBM42,RNA-binding protein 42,23.3155,21.9386,23.2713,21.1771,20.9738,23.0363
Q9BTL3,RAMMET,RNMT-activating mRNA cap methyltransferase subunit,25.2054,25.079,25.3418,24.4189,24.0697,24.3347
Q9BTV4,TMEM43,Transmembrane protein 43,21.5482,20.5104,20.7993,24.2485,22.5562,21.7761
Q9BTY2,FUCA2,Plasma alpha-L-fucosidase,20.9936,20.8004,21.3421,28.3739,27.3082,28.2508
Q9BTZ2,DHRS4,Dehydrogenase/reductase SDR family member 4,20.9619,25.2764,20.7403,24.2456,24.8816,24.4666
Q9BU61,NDUFAF3,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,22.1673,23.4686,23.2605,23.9548,24.7221,21.8474
Q9BUJ2,HNRNPUL1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,27.8337,27.9212,27.764,27.8306,27.8036,27.232
Q9BUQ8,DDX23,Probable ATP-dependent RNA helicase DDX23,26.5791,26.4355,26.5996,26.7013,26.4521,26.3544
Q9BV38,WDR18,WD repeat-containing protein 18,24.4776,25.6543,25.1226,25.2027,24.2269,25.2081
Q9BV57,ADI1,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",23.9963,24.0341,23.8691,20.5141,21.8132,20.8497
Q9BVJ6,UTP14A,U3 small nucleolar RNA-associated protein 14 homolog A,22.175,23.9155,23.299,23.6302,22.5069,24.0384
Q9BVK6,TMED9,Transmembrane emp24 domain-containing protein 9,26.0754,26.7334,26.168,27.5921,27.3814,27.4101
Q9BVL2,NUP58,Nucleoporin p58/p45,23.5851,24.0537,23.2821,23.2617,23.7481,23.2334
Q9BVP2,GNL3,Guanine nucleotide-binding protein-like 3,26.7248,27.5636,27.0468,27.3016,26.9504,26.9344
Q9BW92,TARS2,"Threonine--tRNA ligase, mitochondrial",22.7661,23.7434,23.8947,24.0508,23.3749,24.5645
Q9BWD1,ACAT2,"Acetyl-CoA acetyltransferase, cytosolic",27.6422,27.7736,27.3515,27.7414,27.4493,27.4167
Q9BWF3,RBM4,RNA-binding protein 4,25.8678,26.8164,27.1995,27.1379,27.1544,26.9879
Q9BWJ5,SF3B5,Splicing factor 3B subunit 5,24.2486,20.7719,24.6145,21.7159,22.4458,22.0642
Q9BWS9,CHID1,Chitinase domain-containing protein 1,22.9116,21.0847,22.6923,25.5141,24.9726,24.9581
Q9BWU0,SLC4A1AP,Kanadaptin,23.3819,21.9266,22.5629,23.4109,21.7781,23.0137
Q9BX66,SORBS1,Sorbin and SH3 domain-containing protein 1,23.8498,24.4407,23.6557,24.5606,25.4656,25.5225
Q9BX68,HINT2,"Histidine triad nucleotide-binding protein 2, mitochondrial",24.1782,24.9192,24.9747,25.0513,24.8989,24.1071
Q9BXP5,SRRT,Serrate RNA effector molecule homolog,27.7422,27.9282,27.4912,27.7328,27.6325,27.6791
Q9BXS5,AP1M1,AP-1 complex subunit mu-1,22.7521,22.9045,21.9493,24.5606,23.9199,22.9441
Q9BXX2,ANKRD30B,Ankyrin repeat domain-containing protein 30B,25.1026,25.5623,24.8257,25.7566,25.7812,26.2993
Q9BXY0,MAK16,Protein MAK16 homolog,24.8034,24.8142,24.595,24.4134,24.4282,24.0639
Q9BY32,ITPA,Inosine triphosphate pyrophosphatase,21.7458,24.4669,22.5946,23.8241,23.9831,23.7286
Q9BY44,EIF2A,Eukaryotic translation initiation factor 2A,25.5058,26.0272,26.1048,25.2452,25.1582,24.4812
Q9BY49,PECR,Peroxisomal trans-2-enoyl-CoA reductase,26.1793,26.8033,26.2233,27.4623,27.9446,27.6372
Q9BY67,CADM1,Cell adhesion molecule 1,24.4657,25.941,24.8795,27.8914,27.6439,27.5118
Q9BY76,ANGPTL4,Angiopoietin-related protein 4,20.3926,21.3365,21.3594,22.3738,21.6563,22.207
Q9BY77,POLDIP3,Polymerase delta-interacting protein 3,25.5911,25.9092,26.4661,25.7823,26.1323,25.8652
Q9BYC9,MRPL20,"39S ribosomal protein L20, mitochondrial",23.3297,24.8172,25.4125,24.8027,25.6479,25.2132
Q9BYD1,MRPL13,"39S ribosomal protein L13, mitochondrial",24.0969,24.5512,24.7089,25.1137,24.8966,25.1572
Q9BYD3,MRPL4,"39S ribosomal protein L4, mitochondrial",21.7166,24.5427,24.9442,23.9181,25.0237,24.7326
Q9BYN8,MRPS26,"28S ribosomal protein S26, mitochondrial",22.032,21.4479,21.4995,25.2585,24.7824,23.396
