ProteinID,Gene,Description,control_1 Intensity,control_2 Intensity,control_3 Intensity,treatment_1 Intensity,treatment_2 Intensity,treatment_3 Intensity
Q96N66,MBOAT7,Lysophospholipid acyltransferase 7,21.1917,21.91,22.3801,24.1982,23.9322,20.423
Q96NT0,CCDC115,Coiled-coil domain-containing protein 115,21.275,22.6707,21.9957,25.9306,26.3453,25.8172
Q96NX9,DACH2,Dachshund homolog 2,23.0225,23.2461,23.0039,23.7584,23.8352,24.2954
Q96PK6,RBM14,RNA-binding protein 14,31.4538,32.1694,31.2454,31.0282,31.0664,31.3401
Q96PU8,QKI,Protein quaking,21.6792,23.2431,24.4686,22.2741,24.5298,24.3443
Q96Q11,TRNT1,"CCA tRNA nucleotidyltransferase 1, mitochondrial",21.6113,21.9842,20.5894,20.4045,23.2216,23.3567
Q96QC0,PPP1R10,Serine/threonine-protein phosphatase 1 regulatory subunit 10,25.0412,23.3434,25.5606,22.9784,24.5369,24.4079
Q96QD8,SLC38A2,Sodium-coupled neutral amino acid transporter 2,21.9045,21.2588,20.5647,25.2122,25.0234,25.1232
Q96QD9,FYTTD1,UAP56-interacting factor,25.6742,21.5071,24.7261,26.4483,22.5077,22.6756
Q96QK1,VPS35,Vacuolar protein sorting-associated protein 35,24.7142,24.6012,25.7361,28.1087,28.0525,27.8582
Q96RP9,GFM1,"Elongation factor G, mitochondrial",32.0247,33.1536,32.6533,31.7329,30.9015,31.0116
Q96RQ3,MCCC1,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",31.489,31.4674,31.4348,30.249,30.9957,30.6918
Q96S52,PIGS,GPI transamidase component PIG-S,23.6568,19.9113,20.3288,26.3867,26.3262,25.2457
Q96SI9,STRBP,Spermatid perinuclear RNA-binding protein,28.4155,26.764,28.1698,27.6719,28.2051,28.2161
Q96ST2,IWS1,Protein IWS1 homolog,24.6716,21.6655,24.6281,22.5604,23.9102,23.7831
Q96ST3,SIN3A,Paired amphipathic helix protein Sin3a,26.3932,25.1271,25.5814,25.114,26.9014,22.0246
Q96SU4,OSBPL9,Oxysterol-binding protein-related protein 9,21.4144,20.7547,21.7675,25.0043,24.6263,24.7493
Q96SY0,INTS14,Integrator complex subunit 14,21.3658,21.1139,21.5347,23.0515,22.3968,22.2637
Q96T23,RSF1,Remodeling and spacing factor 1,27.9484,27.2762,27.7025,25.8164,27.5862,26.9261
Q96T37,RBM15,RNA-binding protein 15,28.261,27.5681,28.2305,27.4008,27.4124,27.7702
Q96T58,SPEN,Msx2-interacting protein,26.7076,26.3328,26.301,24.3494,24.5377,23.2966
Q96T88,UHRF1,E3 ubiquitin-protein ligase UHRF1,28.0793,26.8195,27.3713,25.9525,26.8765,26.961
Q96TA2,YME1L1,ATP-dependent zinc metalloprotease YME1L1,26.1736,24.43,26.5444,28.4013,28.2817,26.8505
Q96TC7,RMDN3,Regulator of microtubule dynamics protein 3,24.7473,22.1962,21.7748,25.9883,26.3075,25.1374
Q99442,SEC62,Translocation protein SEC62,26.0044,23.8952,23.9289,26.6344,26.2488,22.5259
Q99459,CDC5L,Cell division cycle 5-like protein,29.7447,29.4519,29.8004,29.2018,29.6871,29.6074
Q99460,PSMD1,26S proteasome non-ATPase regulatory subunit 1,20.9691,23.8974,25.6941,26.9157,24.8159,25.0176
Q99470,SDF2,Stromal cell-derived factor 2,21.2768,21.5216,21.3049,23.9187,23.8693,23.6274
Q99496,RNF2,E3 ubiquitin-protein ligase RING2,26.8472,25.1723,26.8273,26.0598,27.2055,27.2163
Q99519,NEU1,Sialidase-1,22.9562,20.9935,23.2473,23.2336,23.4005,23.1506
Q99536,VAT1,Synaptic vesicle membrane protein VAT-1 homolog,27.7764,27.2682,27.255,29.8498,29.8951,29.8632
Q99538,LGMN,Legumain,20.8998,22.3305,20.8512,24.1792,26.4873,26.9731
Q99549,MPHOSPH8,M-phase phosphoprotein 8,25.2623,23.4528,25.9146,24.0256,25.5523,26.1317
Q99567,NUP88,Nuclear pore complex protein Nup88,27.2506,25.8446,26.7425,28.1445,28.1909,27.9627
Q99590,SCAF11,Protein SCAF11,24.7707,24.2092,25.2893,22.423,23.6752,23.4143
Q99623,PHB2,Prohibitin-2,30.5436,30.3549,30.5262,30.8621,31.1098,31.2358
Q99653,CHP1,Calcineurin B homologous protein 1,23.5569,23.6239,24.0124,27.3467,27.1347,26.998
Q99714,HSD17B10,3-hydroxyacyl-CoA dehydrogenase type-2,28.2083,29.307,27.9147,29.4297,29.4207,29.4798
Q99720,SIGMAR1,Sigma non-opioid intracellular receptor 1,24.5528,23.894,25.2673,27.362,27.4277,26.9024
Q99729,HNRNPAB,Heterogeneous nuclear ribonucleoprotein A/B,31.1849,31.6577,31.5596,30.9991,31.1757,31.3393
Q99733,NAP1L4,Nucleosome assembly protein 1-like 4,22.2233,22.1746,21.9297,23.3668,22.0914,22.0804
Q99747,NAPG,Gamma-soluble NSF attachment protein,25.3824,22.7453,26.6686,23.1715,22.8452,22.859
Q99797,MIPEP,Mitochondrial intermediate peptidase,26.2626,22.4924,24.1612,26.4792,26.6886,26.4917
Q99798,ACO2,"Aconitate hydratase, mitochondrial",29.7466,29.4818,29.6054,30.4853,30.8771,30.4532
Q99808,SLC29A1,Equilibrative nucleoside transporter 1,20.2312,22.7095,22.1757,24.0082,23.2727,23.288
Q99829,CPNE1,Copine-1,22.257,21.996,22.2726,25.4781,23.3556,23.0273
Q99832,CCT7,T-complex protein 1 subunit eta,28.7605,28.7587,28.7666,29.9918,28.8837,28.8382
Q99848,EBNA1BP2,Probable rRNA-processing protein EBP2,30.4812,29.7883,29.3225,28.3711,29.0151,29.1543
Q99873,PRMT1,Protein arginine N-methyltransferase 1,25.3456,21.357,24.249,26.2631,25.7375,25.7492
Q99986,VRK1,Serine/threonine-protein kinase VRK1,25.5427,25.8336,26.122,26.8038,26.7649,26.8754
Q9BPW8,NIPSNAP1,Protein NipSnap homolog 1,27.7838,25.6924,26.4085,27.1336,27.3918,27.0302
Q9BPX3,NCAPG,Condensin complex subunit 3,22.8014,22.7761,21.1913,22.8306,22.1458,23.1968
Q9BQ39,DDX50,ATP-dependent RNA helicase DDX50,30.1081,28.693,28.417,27.9796,28.639,28.7082
Q9BQ52,ELAC2,Zinc phosphodiesterase ELAC protein 2,23.7693,23.0508,21.9825,24.1462,23.8673,22.0621
Q9BQ67,GRWD1,Glutamate-rich WD repeat-containing protein 1,25.1057,25.2255,25.8525,21.8562,25.6758,24.7091
Q9BQ69,MACROD1,O-acetyl-ADP-ribose deacetylase MACROD1,25.7607,22.2788,19.3938,25.266,25.435,24.1459
Q9BQ75,CMSS1,Protein CMSS1,27.1026,24.6334,25.8666,26.4583,25.9641,25.8162
Q9BQ95,ECSIT,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",22.5672,21.5014,22.696,25.058,23.4275,24.9176
Q9BQB6,VKORC1,Vitamin K epoxide reductase complex subunit 1,26.364,25.7892,25.3813,26.2414,25.9278,25.0469
Q9BQG0,MYBBP1A,Myb-binding protein 1A,31.0505,29.7445,30.4593,29.7811,30.7295,30.039
Q9BQP7,MGME1,Mitochondrial genome maintenance exonuclease 1,24.3079,26.112,24.4429,25.673,26.5072,26.557
Q9BRA2,TXNDC17,Thioredoxin domain-containing protein 17,21.5411,22.13,21.4285,25.1093,20.858,24.2166
Q9BRJ2,MRPL45,"39S ribosomal protein L45, mitochondrial",27.0444,26.5912,26.3267,28.0238,27.654,27.3215
Q9BRK5,SDF4,45 kDa calcium-binding protein,24.9978,25.7424,26.2876,29.6205,29.5262,29.5418
Q9BRP1,PDCD2L,Programmed cell death protein 2-like,23.1907,22.6984,21.9756,24.1179,23.192,23.6738
Q9BRQ6,CHCHD6,MIC,20.7214,22.417,21.1602,24.9576,26.5984,22.3751
Q9BRR6,ADPGK,ADP-dependent glucokinase,26.0574,26.6083,21.217,27.8792,28.2362,27.3383
Q9BRT2,UQCC2,Ubiquinol-cytochrome-c reductase complex assembly factor 2,20.9634,20.3611,21.2823,22.6067,25.2493,25.1078
Q9BRT6,LLPH,Protein LLP homolog,25.973,23.9018,21.2122,23.6851,24.9527,24.2769
Q9BRX8,FAM213A,Redox-regulatory protein FAM213A,24.7947,22.1919,24.0811,25.1499,25.3378,25.4709
Q9BS26,ERP44,Endoplasmic reticulum resident protein 44,28.3638,28.7699,28.9911,31.2209,31.4042,31.8155
Q9BSC4,NOL10,Nucleolar protein 10,28.6835,26.0541,26.8491,26.685,27.0421,26.5578
Q9BSD7,NTPCR,Cancer-related nucleoside-triphosphatase,22.5421,23.3566,21.3502,22.5233,24.1367,23.6481
Q9BSG0,PRADC1,Protease-associated domain-containing protein 1,21.1631,21.7264,20.7278,23.9784,24.0328,24.2767
Q9BSH4,TACO1,Translational activator of cytochrome c oxidase 1,25.5194,28.422,28.0004,28.9294,30.3608,27.0325
Q9BSH5,HDHD3,Haloacid dehalogenase-like hydrolase domain-containing protein 3,23.9451,23.7292,23.0932,23.8147,26.3958,25.8314
Q9BSJ8,ESYT1,Extended synaptotagmin-1,27.6341,23.4848,26.5518,28.534,28.3383,27.2742
Q9BT09,CNPY3,Protein canopy homolog 3,21.4443,22.141,21.9633,23.3903,25.4286,23.5464
Q9BT17,MTG1,Mitochondrial ribosome-associated GTPase 1,21.9846,21.7646,22.932,22.6471,23.0634,24.1625
Q9BT78,COPS4,COP9 signalosome complex subunit 4,22.0318,25.2516,21.6978,25.9865,24.9711,24.0358
Q9BTC0,DIDO1,Death-inducer obliterator 1,26.5576,25.4323,25.8097,24.9506,25.4961,24.6823
Q9BTD8,RBM42,RNA-binding protein 42,23.3414,23.4823,24.7286,24.3507,23.8028,24.5802
Q9BTT6,LRRC1,Leucine-rich repeat-containing protein 1,23.3158,21.3055,22.339,25.8332,22.679,22.7987
Q9BTU6,PI4K2A,Phosphatidylinositol 4-kinase type 2-alpha,21.9902,20.3377,20.4955,23.1195,24.2549,22.9454
Q9BTV4,TMEM43,Transmembrane protein 43,28.3292,25.122,26.3325,29.6581,29.7924,26.4944
Q9BTY2,FUCA2,Plasma alpha-L-fucosidase,25.6498,25.8407,24.2328,28.7097,28.9474,28.9015
Q9BU76,MMTAG2,Multiple myeloma tumor-associated protein 2,24.1723,25.1151,24.5784,23.5499,23.6342,24.0712
Q9BUJ2,HNRNPUL1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,27.7496,26.5626,27.1543,28.2447,27.9256,27.8294
Q9BUN8,DERL1,Derlin-1,24.1388,22.9913,23.2625,25.0043,25.5347,24.0672
Q9BUQ8,DDX23,Probable ATP-dependent RNA helicase DDX23,28.5917,27.7933,28.4455,26.9865,28.235,27.7858
Q9BUR5,APOO,MIC,22.0532,21.1412,21.2792,23.848,24.9531,24.3796
Q9BV38,WDR18,WD repeat-containing protein 18,28.6704,27.9783,28.3335,28.9982,28.9249,29.5311
Q9BV81,EMC6,ER membrane protein complex subunit 6,26.6825,24.49,24.7483,24.8834,24.3122,22.4101
Q9BV86,NTMT1,N-terminal Xaa-Pro-Lys N-methyltransferase 1,20.9029,22.0356,21.9713,24.3504,23.0161,23.9769
Q9BVC6,TMEM109,Transmembrane protein 109,31.3827,26.9083,27.6354,28.5086,28.1032,27.3233
Q9BVI4,NOC4L,Nucleolar complex protein 4 homolog,28.5827,26.875,27.1712,27.7887,27.7507,27.5043
Q9BVJ6,UTP14A,U3 small nucleolar RNA-associated protein 14 homolog A,28.6237,27.5677,28.2576,26.6948,27.8146,27.3804
Q9BVK6,TMED9,Transmembrane emp24 domain-containing protein 9,27.888,28.4255,27.132,29.0818,28.9066,29.7696
Q9BVL2,NUP58,Nucleoporin p58/p45,26.4225,26.308,26.5034,26.7313,26.2774,26.315
Q9BVP2,GNL3,Guanine nucleotide-binding protein-like 3,30.8213,29.6984,30.0894,29.5354,30.0727,30.2337
Q9BW27,NUP85,Nuclear pore complex protein Nup85,26.4822,25.8705,26.8096,27.2457,28.5858,28.336
Q9BW60,ELOVL1,Elongation of very long chain fatty acids protein 1,25.2431,24.1664,24.0468,25.267,25.0761,24.2969
Q9BW72,HIGD2A,"HIG1 domain family member 2A, mitochondrial",25.1033,22.9866,23.4105,25.0145,24.6886,23.2746
Q9BW92,TARS2,"Threonine--tRNA ligase, mitochondrial",27.1124,26.0487,25.7367,27.5624,28.6224,27.9232
Q9BWD1,ACAT2,"Acetyl-CoA acetyltransferase, cytosolic",22.988,22.1474,21.6878,24.7244,23.0859,23.4753
Q9BWF3,RBM4,RNA-binding protein 4,28.0542,28.8294,28.7854,27.9018,28.3928,28.6948
Q9BWH2,FUNDC2,FUN14 domain-containing protein 2,21.115,22.6196,23.368,22.6379,23.3543,23.3234
Q9BWS9,CHID1,Chitinase domain-containing protein 1,26.7168,25.351,26.1295,28.5103,28.9935,28.6045
Q9BX67,JAM3,Junctional adhesion molecule C,22.5213,21.3584,21.5409,25.8286,25.3657,26.5797
Q9BX68,HINT2,"Histidine triad nucleotide-binding protein 2, mitochondrial",24.6379,24.9251,24.8421,24.7018,24.5003,24.2336
Q9BX74,TM2D1,TM2 domain-containing protein 1,22.3516,22.0279,21.9153,23.38,22.7854,22.9925
Q9BXB4,OSBPL11,Oxysterol-binding protein-related protein 11,25.2183,25.6518,25.2684,22.9686,24.0733,21.3179
Q9BXK5,BCL2L13,Bcl-2-like protein 13,21.4752,21.7048,21.2293,26.8834,26.6665,27.1967
Q9BXP5,SRRT,Serrate RNA effector molecule homolog,28.0975,27.9209,28.0889,28.2761,28.403,28.1697
Q9BXT2,CACNG6,Voltage-dependent calcium channel gamma-6 subunit,27.0497,26.6018,26.7081,29.0564,29.7145,29.544
Q9BXW7,HDHD5,Haloacid dehalogenase-like hydrolase domain-containing 5,26.5708,26.8576,27.1723,27.7897,27.8092,27.6528
Q9BXY0,MAK16,Protein MAK16 homolog,27.0461,25.7191,26.0057,25.9983,25.8093,26.0953
Q9BY67,CADM1,Cell adhesion molecule 1,27.6102,26.9481,26.972,29.2647,29.8654,29.1218
Q9BY77,POLDIP3,Polymerase delta-interacting protein 3,26.0285,26.4459,26.5258,26.4134,26.654,26.6127
Q9BYC9,MRPL20,"39S ribosomal protein L20, mitochondrial",27.267,25.0873,23.4157,23.6475,25.6966,22.9815
Q9BYD1,MRPL13,"39S ribosomal protein L13, mitochondrial",27.2072,24.4543,25.6497,26.4449,26.6902,26.997
Q9BYD2,MRPL9,"39S ribosomal protein L9, mitochondrial",26.0414,25.6275,24.4336,24.8003,25.3288,25.1825
Q9BYD3,MRPL4,"39S ribosomal protein L4, mitochondrial",27.6261,26.0876,26.0137,26.9927,27.4727,27.334
Q9BYD6,MRPL1,"39S ribosomal protein L1, mitochondrial",22.2798,26.113,26.2608,26.8248,27.4327,26.9528
Q9BYG3,NIFK,MKI67 FHA domain-interacting nucleolar phosphoprotein,29.1933,27.948,28.6645,28.1578,27.9506,28.32
Q9BYN8,MRPS26,"28S ribosomal protein S26, mitochondrial",24.531,25.3723,22.102,27.6623,27.4244,27.3258
Q9BYT8,NLN,"Neurolysin, mitochondrial",21.6722,22.1394,21.5573,22.2788,25.6883,23.4425
Q9BZE1,MRPL37,"39S ribosomal protein L37, mitochondrial",28.2505,26.8539,27.804,27.671,28.3882,27.9794
Q9BZE4,GTPBP4,Nucleolar GTP-binding protein 1,31.2941,29.9405,30.1894,29.4892,29.7928,29.7261
Q9BZJ0,CRNKL1,Crooked neck-like protein 1,26.3158,25.2166,25.6834,25.9637,26.3451,26.1582
Q9BZQ6,EDEM3,ER degradation-enhancing alpha-mannosidase-like protein 3,22.8683,21.1004,21.0643,25.4377,25.303,26.269
Q9BZZ5,API5,Apoptosis inhibitor 5,28.2277,27.7262,28.0089,28.518,28.986,28.5347
Q9C037,TRIM4,E3 ubiquitin-protein ligase TRIM4,21.7085,21.676,20.9859,23.734,24.675,23.5052
Q9C0B1,FTO,Alpha-ketoglutarate-dependent dioxygenase FTO,21.2631,20.9824,20.5429,22.6855,21.3093,22.0947
Q9C0D9,SELENOI,Ethanolaminephosphotransferase 1,25.1045,22.2897,22.7528,25.2075,26.1235,24.9945
Q9C0E8,LNPK,Endoplasmic reticulum junction formation protein lunapark,20.6628,22.6026,24.1423,25.5364,25.1468,23.1117
Q9C0H2,TTYH3,Protein tweety homolog 3,23.6581,22.3546,22.3387,26.661,27.2223,26.059
Q9C0J8,WDR33,pre-mRNA 3' end processing protein WDR33,25.6685,25.4093,25.2117,24.5821,24.6751,24.9155
Q9GZL7,WDR12,Ribosome biogenesis protein WDR12,25.2014,26.1895,26.5717,26.9988,26.9841,26.595
Q9GZR2,REXO4,RNA exonuclease 4,27.6197,26.425,26.0183,25.7238,26.6772,25.9523
Q9GZR5,ELOVL4,Elongation of very long chain fatty acids protein 4,22.8486,21.9629,21.2462,22.6321,22.8086,21.2094
Q9GZR7,DDX24,ATP-dependent RNA helicase DDX24,27.7536,26.2731,26.6995,26.2063,26.4192,26.7493
Q9GZS1,POLR1E,DNA-directed RNA polymerase I subunit RPA49,26.9884,24.4248,25.5109,22.5388,25.9024,25.286
Q9GZT3,SLIRP,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",27.8538,27.1758,27.7627,27.7484,26.5011,25.5621
Q9GZX9,TWSG1,Twisted gastrulation protein homolog 1,21.9181,21.2754,22.39,22.3069,24.3564,22.4222
Q9H078,CLPB,Caseinolytic peptidase B protein homolog,27.1963,26.7022,26.554,28.9416,28.9817,29.2239
Q9H082,RAB33B,Ras-related protein Rab-33B,20.9199,21.7256,22.0052,25.6751,25.1969,24.4038
Q9H089,LSG1,Large subunit GTPase 1 homolog,21.5991,25.0111,25.1915,25.9941,26.7036,26.0361
Q9H0A0,NAT10,RNA cytidine acetyltransferase,30.6848,29.545,29.6436,28.8453,29.8497,29.7834
Q9H0D6,XRN2,5'-3' exoribonuclease 2,30.4827,29.0629,29.8589,29.4818,29.8305,29.7796
Q9H0E2,TOLLIP,Toll-interacting protein,22.2775,22.9268,21.0788,22.0295,23.4195,23.2523
Q9H0H5,RACGAP1,Rac GTPase-activating protein 1,25.1843,21.7551,21.2685,23.4654,23.2228,21.2035
Q9H0P0,NT5C3A,Cytosolic 5'-nucleotidase 3A,21.1408,19.9464,22.2818,23.3768,23.6872,22.5041
Q9H0R6,QRSL1,"Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial",23.1558,22.2427,23.2188,23.1961,25.8574,28.5802
Q9H0S4,DDX47,Probable ATP-dependent RNA helicase DDX47,28.6096,27.7921,27.6041,27.4524,27.9735,28.0169
Q9H0U4,RAB1B,Ras-related protein Rab-1B,27.452,25.0037,26.7382,28.4835,28.5643,27.9978
Q9H0U6,MRPL18,"39S ribosomal protein L18, mitochondrial",22.5109,20.7406,23.1323,21.552,25.4574,26.115
Q9H0U9,TSPYL1,Testis-specific Y-encoded-like protein 1,23.9101,21.8939,23.7106,24.2177,22.2683,23.511
Q9H173,SIL1,Nucleotide exchange factor SIL1,22.9378,23.2643,23.5353,27.5111,27.6589,27.504
Q9H1A4,ANAPC1,Anaphase-promoting complex subunit 1,21.5112,26.7349,22.0808,24.4711,25.0128,26.0575
Q9H2H8,PPIL3,Peptidyl-prolyl cis-trans isomerase-like 3,21.235,23.9217,23.9006,23.1553,22.5085,22.2517
Q9H2H9,SLC38A1,Sodium-coupled neutral amino acid transporter 1,21.7887,21.9097,20.8838,24.5114,24.8743,22.0687
Q9H2P0,ADNP,Activity-dependent neuroprotector homeobox protein,27.3258,25.391,26.346,25.914,26.4563,25.6295
Q9H2U1,DHX36,ATP-dependent RNA helicase DHX36,24.9623,22.7419,23.4859,21.4475,24.0652,23.3369
Q9H2U2,PPA2,"Inorganic pyrophosphatase 2, mitochondrial",26.1083,26.8363,24.9363,28.615,28.6118,28.3136
Q9H2V7,SPNS1,Protein spinster homolog 1,22.4999,22.1119,22.4809,21.0213,23.6627,23.7565
Q9H2W6,MRPL46,"39S ribosomal protein L46, mitochondrial",25.317,26.1045,25.9592,27.0209,26.9075,26.9367
Q9H307,PNN,Pinin,30.3213,30.2726,30.3816,28.2932,30.0864,28.6398
Q9H330,TMEM245,Transmembrane protein 245,24.0755,21.2779,20.7072,25.1696,24.5178,21.5801
Q9H3G5,CPVL,Probable serine carboxypeptidase CPVL,26.5009,25.4077,25.8195,30.3163,30.5675,30.7668
Q9H3H5,DPAGT1,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,24.1067,23.1548,21.5349,24.4356,22.6334,23.8539
Q9H3K2,GHITM,Growth hormone-inducible transmembrane protein,23.0117,22.6416,21.4131,23.2556,23.0466,22.8937
Q9H3N1,TMX1,Thioredoxin-related transmembrane protein 1,27.0706,21.8454,25.1372,28.4394,27.5657,21.9271
Q9H3Z4,DNAJC5,DnaJ homolog subfamily C member 5,23.0647,24.1475,23.6526,24.8594,24.2651,21.8619
Q9H488,POFUT1,GDP-fucose protein O-fucosyltransferase 1,25.6969,21.3589,21.6173,29.217,28.846,29.0326
Q9H490,PIGU,Phosphatidylinositol glycan anchor biosynthesis class U protein,23.3219,22.5468,20.8131,23.0606,21.5655,21.9737
Q9H497,TOR3A,Torsin-3A,22.8495,22.6256,20.5745,27.2407,27.1132,27.9413
Q9H4L4,SENP3,Sentrin-specific protease 3,26.8537,25.5042,25.8685,26.1288,25.7343,26.1578
Q9H501,ESF1,ESF1 homolog,26.8876,25.9857,26.464,24.834,26.0172,25.3557
Q9H582,ZNF644,Zinc finger protein 644,23.5959,22.246,23.6226,21.5097,22.2915,22.4181
Q9H583,HEATR1,HEAT repeat-containing protein 1,29.2179,28.6822,29.1685,30.3436,29.3553,28.6143
Q9H5K3,POMK,Protein O-mannose kinase,21.7945,21.0617,22.2386,25.4554,27.2402,26.7203
Q9H5V9,CXorf56,UPF0428 protein CXorf56,26.6977,25.791,20.6668,22.1184,24.4315,24.0157
Q9H6E4,CCDC134,Coiled-coil domain-containing protein 134,22.4892,22.2591,21.4424,26.223,26.0227,25.7427
Q9H6F5,CCDC86,Coiled-coil domain-containing protein 86,26.6783,25.7318,25.9007,24.7688,25.4966,25.1621
Q9H6R4,NOL6,Nucleolar protein 6,29.0444,27.6313,28.605,28.292,29.1305,28.6508
Q9H6Y7,RNF167,E3 ubiquitin-protein ligase RNF167,22.0934,22.0531,21.6596,26.5315,26.8396,26.7928
Q9H7B2,RPF2,Ribosome production factor 2 homolog,30.27,28.7108,28.7869,28.5268,28.8926,28.9515
Q9H7N4,SCAF1,"Splicing factor, arginine/serine-rich 19",28.589,29.674,30.1473,27.1768,29.0342,28.4869
Q9H7Z7,PTGES2,Prostaglandin E synthase 2,26.5745,24.3769,25.5662,28.6752,28.5151,28.4928
Q9H845,ACAD9,"Acyl-CoA dehydrogenase family member 9, mitochondrial",26.8159,21.0941,26.8002,26.7291,27.2475,26.7857
Q9H857,NT5DC2,5'-nucleotidase domain-containing protein 2,27.2361,25.1816,24.6098,26.8883,26.8741,26.5998
Q9H8H0,NOL11,Nucleolar protein 11,28.1991,25.6744,27.1423,28.6545,28.624,28.3836
Q9H8H2,DDX31,Probable ATP-dependent RNA helicase DDX31,27.4097,25.3765,25.3793,23.7385,25.65,22.4782
Q9H8Y8,GORASP2,Golgi reassembly-stacking protein 2,23.9072,20.5081,22.8639,27.6611,27.4046,26.8771
Q9H936,SLC25A22,Mitochondrial glutamate carrier 1,25.0813,22.3162,23.7964,25.6158,25.7585,24.1541
Q9H9B4,SFXN1,Sideroflexin-1,30.2507,29.595,29.447,31.0188,31.2594,30.2198
Q9H9J2,MRPL44,"39S ribosomal protein L44, mitochondrial",27.5874,27.4279,27.8452,28.8584,28.6763,28.7367
Q9H9L3,ISG20L2,Interferon-stimulated 20 kDa exonuclease-like 2,28.3058,23.8678,24.9245,23.8999,25.0936,22.6322
Q9H9Y2,RPF1,Ribosome production factor 1,28.3267,26.7748,25.4009,25.2965,26.95,27.1197
Q9H9Y6,POLR1B,DNA-directed RNA polymerase I subunit RPA2,26.2687,25.8985,25.5363,26.4619,26.6389,26.4609
Q9HAB3,SLC52A2,"Solute carrier family 52, riboflavin transporter, member 2",22.3099,22.0599,21.6819,21.9835,25.4999,25.4224
Q9HAT2,SIAE,Sialate O-acetylesterase,22.5621,21.5601,21.1985,22.9647,22.2659,23.9734
Q9HAV0,GNB4,Guanine nucleotide-binding protein subunit beta-4,21.0389,22.2686,22.0711,21.3991,23.8123,23.9028
Q9HAV4,XPO5,Exportin-5,20.378,21.6456,23.0181,26.4762,23.821,24.6216
Q9HAV7,GRPEL1,"GrpE protein homolog 1, mitochondrial",27.1408,28.2201,28.2835,28.1526,28.11,28.2327
Q9HB71,CACYBP,Calcyclin-binding protein,25.7519,25.9257,25.8775,26.6512,25.7452,25.6372
Q9HB90,RRAGC,Ras-related GTP-binding protein C,21.3098,21.8231,21.5822,23.8987,22.9529,22.5696
Q9HC36,MRM3,"rRNA methyltransferase 3, mitochondrial",24.3271,24.6908,22.5295,21.8545,25.5281,25.438
Q9HC56,PCDH9,Protocadherin-9,21.5783,22.3981,20.7251,22.1905,23.4337,20.4921
Q9HCC0,MCCC2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",27.8848,26.9013,26.7091,28.4204,28.4982,28.543
Q9HCD5,NCOA5,Nuclear receptor coactivator 5,27.52,28.1339,28.1499,26.3874,26.9112,27.1092
Q9HCE1,MOV10,Putative helicase MOV-10,24.2873,23.9136,24.2549,25.4738,23.7225,23.9315
Q9HCG8,CWC22,Pre-mRNA-splicing factor CWC22 homolog,25.2728,25.0418,24.6465,25.6902,25.0145,25.0127
Q9HCM1,KIAA1551,Uncharacterized protein KIAA1551,28.0967,28.3121,21.1058,28.6825,27.78,21.7347
Q9HCN8,SDF2L1,Stromal cell-derived factor 2-like protein 1,21.4153,20.5633,22.8411,24.6536,25.9391,25.6092
Q9HCS7,XAB2,Pre-mRNA-splicing factor SYF1,27.2385,24.9625,26.998,26.6697,26.684,26.2593
Q9HCU4,CELSR2,Cadherin EGF LAG seven-pass G-type receptor 2,21.6686,21.0528,22.1728,25.727,25.1769,25.5749
Q9HD33,MRPL47,"39S ribosomal protein L47, mitochondrial",28.2789,26.9247,26.3252,26.8504,26.6684,26.3797
Q9HD45,TM9SF3,Transmembrane 9 superfamily member 3,21.8734,22.1595,21.899,25.9428,25.2954,24.1152
Q9HDC9,APMAP,Adipocyte plasma membrane-associated protein,27.4354,27.066,26.5627,29.5347,29.9581,30.0537
Q9NNW7,TXNRD2,"Thioredoxin reductase 2, mitochondrial",26.2923,26.3676,26.0634,26.8121,26.6089,26.8665
Q9NP66,HMG20A,High mobility group protein 20A,20.9808,20.9643,21.6916,22.067,22.9434,23.4876
Q9NP72,RAB18,Ras-related protein Rab-18,24.4946,21.6137,23.6216,25.9467,25.9733,24.4695
Q9NP81,SARS2,"Serine--tRNA ligase, mitochondrial",24.4942,23.8772,24.7991,24.2961,25.0112,24.3296
Q9NP92,MRPS30,"39S ribosomal protein S30, mitochondrial",26.6462,26.6845,26.231,26.6446,27.0325,24.5062
Q9NPA0,EMC7,ER membrane protein complex subunit 7,26.0678,22.6901,22.294,26.1947,25.9844,25.903
Q9NPA8,ENY2,Transcription and mRNA export factor ENY2,24.6122,22.0213,24.6447,23.7314,24.4225,24.3299
Q9NPD3,EXOSC4,Exosome complex component RRP41,23.0645,23.3273,21.7742,23.8516,23.4843,23.4126
Q9NPE3,NOP10,H/ACA ribonucleoprotein complex subunit 3,23.9584,22.3611,23.5825,22.784,22.3179,23.2937
Q9NPF0,CD320,CD320 antigen,24.4568,21.7049,20.9554,26.2682,25.6559,24.6396
Q9NPH0,ACP6,Lysophosphatidic acid phosphatase type 6,20.3076,23.227,22.3096,22.9595,22.0743,22.6348
